year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,brand,prediction
2016,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000,Hyundai,498414.38985979493
2015,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,280.0,7.0,18002800,Mahindra,724277.7770841161
2010,80000,Petrol,Individual,Manual,Second Owner,14.0,1595.0,102.0,15.0,5.0,3.800,Volkswagen,95551.53825152025
2012,73000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200.0,7.0,1750,Maruti,474133.18138875
2014,15000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,5.0,3500,Maruti,94334.69812129764
2011,25000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,134.0,5.0,4000,Nissan,257158.42425737623
2011,60000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,170727.28863844543
2016,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198.0,158.0,385.0,7.0,16002500,Ford,1136882.69255283
2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,172.5,7.0,1750,Chevrolet,518063.37232256436
2014,160000,Diesel,Individual,Manual,First Owner,14.95,2489.0,93.7,218.0,7.0,14002600,Mahindra,590483.3108342425
2010,20000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000,Maruti,29356.091778372065
2012,110000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150.0,5.0,1750,Chevrolet,120280.70538842713
2016,90000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,653211.8412067231
2014,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8,5.0,19002750,Hyundai,748747.9121196351
2014,40000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,5.0,3500,Maruti,132573.42528784694
2010,50000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,11.4,5.0,,Hyundai,112167.33515233768
2011,298000,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141.0,330.0,7.0,1800,Ford,40419.066991787404
2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202.0,5.0,36005200,Lexus,5149999.999999995
2017,16200,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,773067.037234177
2015,57000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,200.0,5.0,1750,Maruti,681298.8564912163
2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200.0,5.0,1750,Maruti,711329.4615169481
2015,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200,Maruti,451140.57989003335
2011,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4,8.0,14003400,Toyota,667426.2493347221
2016,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,245.0,7.0,4000,Toyota,1479150.0107289515
2018,2388,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000,Hyundai,634523.4658671556
2017,25000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9,5.0,19002750,Hyundai,1146065.8227615186
2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250.0,5.0,15002500,Volkswagen,322014.8911295467
2017,35000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500,Maruti,483487.98749976075
2004,40000,Diesel,Individual,Manual,Second Owner,16.8,1405.0,62.0,12.5,5.0,2.500,Tata,-90124.77589029213
2018,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386,Renault,324513.75556785875
2011,89000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,113.0,5.0,4500,Maruti,258194.19341331907
2017,40000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,172.5,7.0,1750,Chevrolet,527399.6542464892
2017,40000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,140.0,5.0,18003000,Tata,393391.0451322535
2018,35000,Diesel,Individual,Automatic,First Owner,10.91,3198.0,197.0,470.0,7.0,17502500,Ford,2116280.830385675
2016,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114.0,5.0,4000,Hyundai,486428.2497192647
2010,151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,343.0,7.0,14003400,Toyota,948147.3039267923
2017,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,254.79,620.0,5.0,16002400,Mercedes-Benz,4205992.45512238
2011,47000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,114.0,5.0,4000,Maruti,254232.19033759064
2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400.0,5.0,17502500,BMW,4437400.063354107
2018,30000,Petrol,Individual,Automatic,First Owner,23.1,998.0,67.04,90.0,5.0,3500,Maruti,549259.4234865509
2012,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,197687.1651728712
2015,80000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,200.0,5.0,1750,Honda,567240.6295237101
2017,5000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386,Renault,240380.70411246154
2006,100000,Petrol,Individual,Manual,Second Owner,,,,,,,Hyundai,61706.302571093314
2016,120000,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,110.0,5.0,30004300,Volkswagen,396854.6053844512
2017,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113.0,5.0,4200,Maruti,568328.7485440229
2010,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,4.0,2500,Maruti,155213.67432904523
2015,39414,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000,Hyundai,485235.3912522059
2014,50000,Diesel,Individual,Manual,Second Owner,21.79,1248.0,88.73,200.0,5.0,1750,Maruti,527966.1521261057
2019,15000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500,Maruti,718899.2225729967
2013,90000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,7.0,1750,Maruti,465596.6026530047
2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213.0,5.0,4500,Toyota,1446701.0537135203
2016,50000,Diesel,Individual,Automatic,Second Owner,26.59,1248.0,74.0,190.0,5.0,2000,Maruti,540131.9256484744
2015,120000,Diesel,Individual,Manual,First Owner,24.2,1498.0,98.6,200.0,7.0,1750,Honda,582535.9757409756
2013,27000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500,Maruti,209572.96288830636
2005,55425,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,4.0,2500,Maruti,41254.22351834481
2007,120000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,12.7,5.0,2.700,Honda,10846.056759293657
2019,15000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72.0,5.0,4386,Renault,535523.9625014067
2010,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,90.3,5.0,4200,Chevrolet,13899.497804952553
2016,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114.0,5.0,4000,Hyundai,464777.7298200005
2017,70000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,400.0,7.0,17502500,Tata,1237969.8605734804
1999,140000,Petrol,Individual,Manual,Third Owner,,,,,,,Hyundai,-16305.555338143022
2017,31000,Diesel,Dealer,Automatic,First Owner,21.66,1498.0,103.52,250.0,5.0,15002500,Skoda,926011.5825733603
2018,70000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200.0,5.0,1750,Maruti,788218.6160452534
2014,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69.0,5.0,3500,Maruti,163593.47150776722
2019,15000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,219.7,5.0,15002750,Hyundai,1027119.4545057453
2009,150000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,320.0,7.0,17002700,Tata,297972.3041242657
2011,35000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,90.0,5.0,3500,Maruti,94594.2724170757
2011,110000,Petrol,Individual,Manual,Third Owner,16.8,1497.0,116.4,146.0,5.0,4800,Honda,233993.77769610286
2018,40000,Diesel,Individual,Automatic,First Owner,16.25,1968.0,148.0,340.0,7.0,17503000,Skoda,1433577.5613880183
2009,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000,Maruti,27723.93228655681
2017,35000,Diesel,Individual,Manual,First Owner,20.65,1248.0,88.7,190.0,5.0,17503000,Tata,593031.4301330438
2009,90000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,114.0,5.0,4000,Maruti,136832.2631876655
2017,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,7.0,1750,Maruti,768905.1962361892
2016,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0,16002800,Mahindra,1211114.1258633567
2013,82246,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,111.7,5.0,4000,Hyundai,293874.7865266495
2005,200000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4,8.0,14003400,Toyota,543327.4679840175
2015,90000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280.0,7.0,18002800,Mahindra,742032.7127559833
2017,50000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,450.0,7.0,16002400,Toyota,2044326.518275714
2018,120000,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,94.14,5.0,3500,Hyundai,572193.4313136409
2014,90000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000,Maruti,438294.0887333886
2006,60000,Petrol,Individual,Manual,Third Owner,11.9,2354.0,144.0,20.0,5.0,4.700,Honda,383545.51516226504
2018,40000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,113.75,5.0,4000,Hyundai,609810.2286461315
2001,80000,Petrol,Individual,Manual,Second Owner,,,,,,,Hyundai,64087.59869794559
2012,108000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190.0,5.0,2000,Maruti,379198.8042422974
2011,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,180.0,7.0,,Mahindra,306060.8055374567
2012,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190.0,5.0,2000,Maruti,324976.1162108284
2006,140000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,12.7,5.0,2.700,Honda,67876.2771007372
2013,60000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,219.6,5.0,15002750,Hyundai,408529.2720819674
2013,60000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,140.0,5.0,18003000,Tata,97947.4717425264
2014,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69.0,5.0,3500,Maruti,184437.61378955073
2008,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90.0,5.0,3500,Maruti,98166.05834003584
2007,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000,Maruti,-7797.397846078966
2012,26000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,109.0,5.0,4500,Honda,266082.8697906743
2006,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62.0,5.0,3000,Maruti,198924.3031170232
1999,100000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59.0,4.0,2500,Maruti,144940.32155329874
2010,143000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,114.0,5.0,4000,Maruti,197927.18382674176
2008,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,99.04,5.0,4500,Hyundai,45338.5964090972
2017,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7,5.0,4000,Hyundai,501539.2326263768
2009,40000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,22.4,5.0,,Hyundai,267469.832421315
2012,25000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.8,5.0,4000,Hyundai,204150.54344586586
2016,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200.0,5.0,1750,Honda,626783.1534950417
